,subject,nll,bic,model,w_p,theta,lam,beta
18,18,113.82752273743372,249.31944708368513,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-gaze-dependent_inh-none,0.694047263078217,0.8731503656079023,0.7812843944041401,9.151741263474086
