,subject,nll,bic,model,w_p,theta,lam,beta
38,38,126.38492871193412,274.43425903268593,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-gaze-dependent_inh-none,0.5513282189030196,0.6415313476283856,0.8105213293149506,5.414355774999872
