,subject,nll,bic,model,w_p,theta,lam,beta
30,30,125.59110721513527,272.8466160390882,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-gaze-dependent_inh-none,0.7735521697699944,0.8865965317348563,0.878458872199297,5.405556597445248
