,subject,nll,bic,model,w_p,lam,phi,beta
17,17,126.37397885487601,274.4123593185697,sb_int-additive_comp-absolute_gbatt-false_gbalt-false_lk-free_inh-gaze-dependent,0.6643364249240845,0.7851821820308356,0.13532637586591245,6.588288579652836
