,subject,nll,bic,model,w_p,lam,phi,beta
7,7,126.23088536160438,274.12617233202644,sb_int-additive_comp-absolute_gbatt-false_gbalt-false_lk-free_inh-gaze-dependent,0.4958537534269219,0.8957422694820781,0.048839315980213946,5.499840766388148
