,subject,nll,bic,model,w_p,eta,phi,beta
21,21,198.6498600113547,418.96412163152706,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-free,0.5306110569092211,0.6270419607250679,0.0,0.456442335970126
