,subject,nll,bic,model,w_p,eta,phi,beta
12,12,185.20458008325943,392.07356177533654,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-free,0.7794714006059161,1.0,0.0,1.7355594673469668
