,subject,nll,bic,model,w_p,eta,phi,beta
41,41,236.46834559117312,494.6010927911639,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-free,0.5805783529371067,1.0,0.0,0.4275267570648483
