,subject,nll,bic,model,w_p,eta,phi,beta
23,23,185.26280110935176,392.1900038275212,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-free,0.4287787459633605,0.9327323868501919,0.0,1.153882524329472
