,subject,nll,bic,model,w_p,eta,phi,beta
34,34,207.85862232630325,437.3816462614242,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-free,0.5772686711583975,0.8539384924344122,0.0,0.5556177291167633
