,subject,nll,bic,model,w_p,eta,phi,beta
35,35,204.08217623742914,429.82875408367596,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-none_inh-free,0.7933965499536377,0.9369724337413081,0.0,0.9251852909588941
