,subject,nll,bic,model,w_p,eta,theta,beta
33,33,183.43074321210193,388.52588803302154,sb_int-additive_comp-absolute_gbatt-true_gbalt-true_lk-none_inh-none,0.6267152676450815,1.0,0.6473889859291446,2.4364793026764264
