,subject,nll,bic,model,w_p,eta,theta,beta
22,22,186.76060547588992,395.1856125605975,sb_int-additive_comp-absolute_gbatt-true_gbalt-true_lk-none_inh-none,0.8238979626963419,1.0,0.5175536221475475,1.902612987715178
