,subject,nll,bic,model,w_p,eta,theta,beta
1,1,144.78343611383013,311.23127383647795,sb_int-additive_comp-absolute_gbatt-true_gbalt-true_lk-none_inh-none,0.7178152995583778,1.0,0.4512661266837952,1.940370620876057
