,subject,nll,bic,model,w_p,eta,theta,beta
20,20,115.78363415036826,253.2316699095542,sb_int-additive_comp-absolute_gbatt-true_gbalt-true_lk-none_inh-none,0.8026538890467417,1.0,0.8945456773769103,5.271862593613216
