,subject,nll,bic,model,w_p,eta,theta,beta
36,36,136.07335545871436,293.8111125262464,sb_int-additive_comp-absolute_gbatt-true_gbalt-true_lk-none_inh-none,0.8855589576873224,1.0,0.6528032528682298,3.408315859333544
