,subject,nll,bic,model,w_p,eta,theta,beta
10,10,166.4326084143678,354.52961843755327,sb_int-additive_comp-absolute_gbatt-true_gbalt-true_lk-none_inh-none,0.9598852067314735,1.0,0.5846269516843283,2.726510150437367
