,subject,nll,bic,model,w_p,eta,theta,beta
19,19,193.4630390938342,408.5904797964861,sb_int-additive_comp-absolute_gbatt-true_gbalt-true_lk-none_inh-none,0.5487210494071999,1.0,0.3374852258999627,0.9675658427321676
