,subject,nll,bic,model,w_p,eta,theta,beta
24,24,130.2368192037861,282.1380400163899,sb_int-additive_comp-absolute_gbatt-true_gbalt-true_lk-none_inh-none,0.791371377849167,1.0,0.6677380223772406,3.126235351853996
