,subject,nll,bic,model,w_p,eta,theta,beta
43,43,184.30055102505275,390.2655036589232,sb_int-additive_comp-absolute_gbatt-true_gbalt-true_lk-none_inh-none,0.3322917978036589,1.0,0.0,1.3880943825903171
