,subject,nll,bic,model,w_p,eta,theta,beta
8,8,165.2735144621601,352.2114305331379,sb_int-additive_comp-absolute_gbatt-true_gbalt-true_lk-none_inh-none,0.880878587388765,1.0,0.743585941038644,1.983364421622503
