,subject,nll,bic,model,w_p,eta,theta,beta
42,42,211.96573223010196,445.5958660690216,sb_int-additive_comp-absolute_gbatt-true_gbalt-true_lk-none_inh-none,0.5154654474367446,0.7945581099920049,0.31869356647253755,0.7906156513735726
