,subject,nll,bic,model,alpha,gamma,lam,phi,beta
5,5,178.70727396926208,384.4950499495462,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-free_inh-free,0.17535429681596348,1.0,0.7563497914576619,0.22050310660739242,0.7953106523962439
