,subject,nll,bic,model,alpha,gamma,lam,phi,beta
2,2,123.09630625219407,273.2731145154102,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-free_inh-free,0.1462851681114561,1.0,0.2798237552362527,0.44565060482469887,8.192269466612167
