,subject,nll,bic,model,alpha,gamma,eta,theta,lam,phi,wd,w_p,beta
11,11,102.09150909556911,252.927921810978,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-true_lk-gaze-dependent_inh-distance-dependent,0.3017975141025669,1.0,0.9728311881002473,0.9974987202900515,0.8495527815456327,6.548740837617949e-05,37.14744987550449,0.009756785359366332,0.7652250199296482
