,subject,nll,bic,model,alpha,gamma,eta,theta,lam,phi,wd,w_p,beta
24,24,86.8984671367651,222.54183789337,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-true_lk-gaze-dependent_inh-distance-dependent,0.2585370801912265,1.0,1.0,1.0,0.962539671860762,3.6344589435433876e-05,42.31993161981156,0.05629008716377555,1.1151434012377488
