,subject,nll,bic,model,alpha,gamma,eta,theta,lam,phi,wd,w_p,beta
21,21,52.79259440766677,154.33009243517333,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-true_lk-gaze-dependent_inh-distance-dependent,0.5340327621838191,1.0,1.0,1.0,0.2534344696032486,0.0017680611943611904,33.04375304806733,0.17534611261184196,0.5787641599994606
