,subject,nll,bic,model,alpha,gamma,eta,theta,lam,phi,wd,w_p,beta
32,32,210.53974688667728,469.8243973931943,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-true_lk-gaze-dependent_inh-distance-dependent,2.604015841562459,0.9974901151180988,0.00012447038442352297,0.9935495215781094,0.2765324168755921,0.0004600351696206564,33.93602149364008,0.862393739331631,3.8017181173631074
