,subject,nll,bic,model,alpha,gamma,eta,phi,wd,w_p,beta
8,8,158.867453702573,355.6476102205769,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-distance-dependent,0.16321637377573964,1.0,0.021216483924691738,4.378772687824343e-05,47.30022302344238,0.41038013779175037,2.7836200526733563
