,subject,nll,bic,model,alpha,gamma,eta,phi,wd,w_p,beta
33,33,190.10919637491872,418.13109556526837,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-distance-dependent,0.5614593123996126,0.6742256227859321,0.31998919534901166,0.00047493749734387467,41.129892573798124,1.0962528342146696e-08,0.7119003241455043
