,subject,nll,bic,model,alpha,gamma,eta,phi,wd,w_p,beta
2,2,129.11178715887272,296.13627713317635,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-distance-dependent,0.15034477461205115,0.9952009875136996,0.8920446550965521,4.872784874280304e-06,43.33671353851504,0.39355170370594705,1.18758346570482
