,subject,nll,bic,model,alpha,gamma,eta,phi,wd,w_p,beta
43,43,244.63406826574294,527.1808393469169,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-distance-dependent,1.80515969903828,0.49397984245735177,1.2478195496312206e-05,0.0825805287226587,35.90001752771832,0.9777141819479874,0.00015034616610725348
