,subject,nll,bic,model,alpha,gamma,eta,phi,wd,w_p,beta
13,13,1077.6096765212867,2193.132055858004,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-distance-dependent,0.8510276397075724,0.9087986925435207,0.7386911368343569,0.44394372921186426,2.7762052699258035,0.10546341415506888,6.38724874775275
