,subject,nll,bic,model,alpha,gamma,eta,phi,wd,w_p,beta
9,9,170.8437697011475,379.6002422177259,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-distance-dependent,0.2678984298439263,1.0,1.0,0.0002089058444085785,42.38267618884622,0.07442759132302722,0.6700217642452526
