,subject,nll,bic,model,alpha,gamma,eta,phi,wd,w_p,beta
17,17,191.31027099390866,420.53324480324824,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-distance-dependent,0.40758929099322794,0.7709232043728603,0.9740752131607591,1.7669537726664455e-05,25.4157000730301,0.3700742332878404,0.34872488484109515
