,subject,nll,bic,model,alpha,gamma,eta,phi,wd,w_p,beta
23,23,884.1925147097941,1806.297732235019,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-distance-dependent,1.6420527427591791,0.9398756178117497,0.9351444779340066,0.875842953204506,7.044167048697325,0.9785980364695799,7.505933884228434
