,subject,nll,bic,model,alpha,gamma,eta,theta,lam,phi,wd,w_p,beta
20,20,38.453814231475306,125.6525320827904,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-true_lk-free_inh-distance-dependent,0.26116046468266474,1.0,0.7808303507853026,0.8469875634491423,0.3878817326408734,0.0001099917718803652,38.30752625782372,0.9658646999725377,9.584115254033776
