,subject,nll,bic,model,alpha,gamma,eta,theta,lam,phi,wd,w_p,beta
17,17,220.1151805958387,488.97526481151715,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-true_lk-free_inh-distance-dependent,0.49273464204234696,0.6077540876287151,0.23334310982078674,0.9046665922410593,0.13983391176679444,1.0,2.316617042809188,0.7854514599194762,0.1242046220837807
