,subject,nll,bic,model,alpha,gamma,eta,theta,lam,phi,wd,w_p,beta
3,3,95.98581787876543,240.71653937737065,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-true_lk-free_inh-distance-dependent,0.31196104038767,0.30805582727318437,0.9798804079401922,0.7641517882346739,0.6904421555249529,0.00010062451214698623,40.94735938146355,0.973717248674425,9.396655103866351
