,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_mean,ess_sd,ess_bulk,ess_tail,r_hat,p>0
mean,-0.085,0.019,-0.12,-0.049,0.001,0.0,814.0,814.0,832.0,922.0,1.0,
sd,0.103,0.017,0.067,0.135,0.001,0.0,664.0,664.0,723.0,429.0,1.0,
nu_minus_one,29.582,29.972,0.199,88.22,0.869,0.615,1188.0,1188.0,642.0,390.0,1.0,
difference,-0.085,0.019,-0.12,-0.049,0.001,0.0,814.0,814.0,832.0,922.0,1.0,0.0
d,-0.839,0.196,-1.254,-0.469,0.005,0.003,1825.0,1777.0,1821.0,1366.0,1.0,0.0
