,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_mean,ess_sd,ess_bulk,ess_tail,r_hat,p>0
Intercept,0.365,0.021,0.326,0.407,0.001,0.001,575.0,575.0,584.0,676.0,1.0,1.0
x,0.197,0.036,0.135,0.274,0.001,0.001,571.0,518.0,581.0,717.0,1.0,1.0
sd,0.028,0.003,0.022,0.035,0.0,0.0,800.0,800.0,753.0,481.0,1.0,1.0
