,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_mean,ess_sd,ess_bulk,ess_tail,r_hat,p>0
Intercept,0.333,0.035,0.27,0.409,0.001,0.001,660.0,660.0,668.0,379.0,1.0,1.0
x,0.324,0.065,0.189,0.446,0.003,0.002,648.0,600.0,652.0,344.0,1.01,1.0
sd,0.053,0.006,0.041,0.065,0.0,0.0,696.0,696.0,665.0,505.0,1.0,1.0
