,subject,nll,bic,model,alpha,gamma,eta,lam,beta
8,8,156.19475248736677,339.4700069857556,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-false_lk-gaze-dependent_inh-none,0.16789292359501423,1.0,0.3688960164505322,0.5850689568572607,6.021522855005394
