,subject,nll,bic,model,alpha,gamma,eta,lam,beta
32,32,161.911632056188,350.9037661233981,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-false_lk-gaze-dependent_inh-none,1.1484376525849551,1.0,1.0,0.8055913452295452,0.08356678953434672
