,subject,nll,bic,model,alpha,gamma,eta,lam,beta
21,21,147.3057055745036,321.6919131600293,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-false_lk-gaze-dependent_inh-none,0.4388186985512791,0.4375352776880887,1.0,0.45649467926854226,3.607526125518717
