,subject,nll,bic,model,alpha,gamma,eta,lam,beta
5,5,160.2946394686282,347.66978094827846,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-false_lk-gaze-dependent_inh-none,0.17368326155927796,1.0,0.7978178201250699,0.0,8.977739653089534
