,subject,nll,bic,model,alpha,gamma,eta,lam,beta
31,31,44.08272060829269,115.24594322760748,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-false_lk-gaze-dependent_inh-none,0.04071982116990374,1.0,1.0,0.39653797586573136,10.0
