,subject,nll,bic,model,alpha,gamma,eta,theta,phi,beta
8,8,141.5201793090809,315.53696103138833,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-true_lk-none_inh-gaze-dependent,0.15731180619100446,1.0,0.015123813858491887,1.0,0.0151605109945193,2.904589747468818
