,subject,nll,bic,model,alpha,gamma,eta,theta,phi,beta
33,33,146.21989204926632,324.93638651175917,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-true_lk-none_inh-gaze-dependent,0.524519078374508,0.6247345350464155,1.0,1.0,0.029727215377147315,0.4792992789171484
