,subject,nll,bic,model,alpha,gamma,eta,theta,phi,beta
2,2,101.7876529232337,236.0719082596939,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-true_lk-none_inh-gaze-dependent,0.1471797725120356,1.0,1.0,1.0,0.016297717809594544,1.1527667662939922
