,subject,nll,bic,model,alpha,gamma,eta,theta,phi,beta
19,19,166.47197475185266,365.44055191693184,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-true_lk-none_inh-gaze-dependent,0.4641799617987972,0.4496042128132877,1.0,1.0,0.03982225300640461,0.2970799686743777
