,subject,nll,bic,model,alpha,gamma,eta,theta,phi,beta
1,1,143.90133876188537,320.29927993699727,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-true_lk-none_inh-gaze-dependent,0.3676574556065888,1.0,1.0,0.6192354850470878,0.022339768124844436,0.30378526882113305
