,subject,nll,bic,model,alpha,gamma,eta,lam,phi,beta
12,12,160.58702592664858,353.6706542665237,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-false_lk-gaze-dependent_inh-free,0.29409444650129657,1.0,1.0,0.6340258559313535,0.0,2.294112040298539
