,subject,nll,bic,model,alpha,gamma,eta,lam,phi,beta
3,3,152.4411004623247,337.3788033378759,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-false_lk-gaze-dependent_inh-free,0.28545385111081756,0.3142480588867261,1.0,0.11619080524221868,0.20254748727504307,10.0
