,subject,nll,bic,model,alpha,gamma,eta,lam,phi,beta
32,32,161.9116320557564,356.3198665247393,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-false_lk-gaze-dependent_inh-free,1.1484389810301892,1.0,1.0,0.8055922435256253,0.0,0.08356671853620029
