,subject,nll,bic,model,alpha,gamma,eta,theta,lam,phi,beta
1,1,124.10719123805154,286.127085291534,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-true_lk-free_inh-gaze-dependent,0.4118797172755499,1.0,1.0,0.47073904471169786,0.9177086228865371,0.0,0.7058168931586157
