,subject,nll,bic,model,alpha,gamma,eta,theta,lam,phi,beta
15,15,132.96505421667086,303.84281124877265,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-true_lk-free_inh-gaze-dependent,0.2231893227653562,1.0,1.0,0.7387962628101893,0.6694936922807312,0.0,4.509898280010205
