,subject,nll,bic,model,alpha,gamma,eta,theta,lam,phi,beta
22,22,132.58848966888027,303.08968215319146,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-true_lk-free_inh-gaze-dependent,0.1900783877271847,1.0,1.0,0.6140780780456173,0.7335182627911643,0.0,1.9901765546037298
