,subject,nll,bic,model,alpha,gamma,eta,theta,lam,phi,beta
2,2,74.988894362027,187.89049153948494,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-true_lk-free_inh-gaze-dependent,0.12967895344745795,1.0,1.0,0.8388821295272081,0.7713870407061515,0.041433224069155936,5.187195052807684
