,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_mean,ess_sd,ess_bulk,ess_tail,r_hat,p>0
mean,0.014,0.005,0.004,0.024,0.0,0.0,743.0,706.0,752.0,758.0,1.0,0.9995
sd,0.028,0.006,0.016,0.04,0.0,0.0,476.0,476.0,505.0,459.0,1.0,
nu_minus_one,16.9,22.194,0.09,61.774,0.728,0.515,929.0,929.0,496.0,658.0,1.0,
difference,0.014,0.005,0.004,0.024,0.0,0.0,743.0,706.0,752.0,758.0,1.0,0.9995
d,0.529,0.203,0.147,0.933,0.007,0.005,776.0,765.0,786.0,840.0,1.0,0.9995
