,subject,nll,bic,model,w_p,eta,lam,phi,wd,beta
1,1,201.74538388401365,435.9873701812538,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-gaze-dependent_inh-distance-dependent,0.10576472903860398,0.5972255336390665,0.009457815996264716,0.0011988107009533225,33.183247193756415,1.1436614634233622
