,subject,nll,bic,model,w_p,eta,lam,phi,wd,beta
30,30,247.18708995133713,526.8707823159008,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-gaze-dependent_inh-distance-dependent,1.0,0.0,1.0,0.3916654473903042,3.3613845481956535,0.0
