,subject,nll,bic,model,w_p,eta,lam,phi,wd,beta
5,5,166.38583294904043,365.2682683113074,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-gaze-dependent_inh-distance-dependent,0.9546913908607442,0.8458135853703592,0.0521079466196713,0.0008061703513412365,49.142003135177994,5.473460514541205
