,subject,nll,bic,model,w_p,eta,lam,phi,wd,beta
31,31,247.18708995133713,526.8707823159008,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-gaze-dependent_inh-distance-dependent,1.0,0.0,0.0,0.1781491632192015,1.0,0.0
